23:31:55 Log Start
23:31:58 (0, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'CHYBA')
23:31:58 (251, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.875, 0.124, 0.001], dtype=float32), 'CHYBA')
23:31:58 (252, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.975, 0.025], dtype=float32), 'USPECH')
23:31:58 (253, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.927, 0.073], dtype=float32), 'USPECH')
23:31:58 (254, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.580, 0.420], dtype=float32), 'USPECH')
23:31:58 (255, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.003], dtype=float32), 'CHYBA')
23:31:58 (256, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.935, 0.065], dtype=float32), 'USPECH')
23:31:58 (257, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (258, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.935, 0.065], dtype=float32), 'USPECH')
23:31:58 (259, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (260, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.262, 0.738], dtype=float32), 'CHYBA')
23:31:58 (261, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.071, 0.841, 0.088], dtype=float32), 'USPECH')
23:31:58 (262, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.934, 0.066], dtype=float32), 'USPECH')
23:31:58 (263, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (264, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.987, 0.013, 0.000], dtype=float32), 'CHYBA')
23:31:58 (265, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (266, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.994, 0.006, 0.000], dtype=float32), 'USPECH')
23:31:58 (267, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'USPECH')
23:31:58 (268, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.018, 0.262, 0.721, 0.000], dtype=float32), 'CHYBA')
23:31:58 (269, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.922, 0.078], dtype=float32), 'CHYBA')
23:31:58 (270, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (271, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.981, 0.019], dtype=float32), 'CHYBA')
23:31:58 (272, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.915, 0.085], dtype=float32), 'USPECH')
23:31:58 (273, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.996, 0.004, 0.000], dtype=float32), 'CHYBA')
23:31:58 (274, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.539, 0.460], dtype=float32), 'USPECH')
23:31:58 (275, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (276, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (277, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.327, 0.673, 0.000], dtype=float32), 'CHYBA')
23:31:58 (278, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.952, 0.047], dtype=float32), 'CHYBA')
23:31:58 (279, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.664, 0.331, 0.005], dtype=float32), 'USPECH')
23:31:58 (280, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.972, 0.028], dtype=float32), 'CHYBA')
23:31:58 (281, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (282, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.990, 0.010], dtype=float32), 'USPECH')
23:31:58 (283, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'USPECH')
23:31:58 (284, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (285, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (286, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.936, 0.064], dtype=float32), 'CHYBA')
23:31:58 (287, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (288, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.854, 0.146], dtype=float32), 'USPECH')
23:31:58 (289, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (290, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (291, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (292, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.006, 0.958, 0.037], dtype=float32), 'CHYBA')
23:31:58 (293, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.984, 0.016], dtype=float32), 'CHYBA')
23:31:58 (294, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.931, 0.069], dtype=float32), 'USPECH')
23:31:58 (295, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.505, 0.465, 0.030], dtype=float32), 'USPECH')
23:31:58 (296, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.982, 0.018], dtype=float32), 'CHYBA')
23:31:58 (297, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.983, 0.017, 0.000], dtype=float32), 'CHYBA')
23:31:58 (298, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (299, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.977, 0.023], dtype=float32), 'CHYBA')
23:31:58 (300, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.259, 0.741, 0.000], dtype=float32), 'CHYBA')
23:31:58 (301, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'USPECH')
23:31:58 (302, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'USPECH')
23:31:58 (303, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.042, 0.941, 0.016], dtype=float32), 'USPECH')
23:31:58 (304, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (305, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.987, 0.013], dtype=float32), 'USPECH')
23:31:58 (306, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.976, 0.024], dtype=float32), 'USPECH')
23:31:58 (307, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.998, 0.002], dtype=float32), 'USPECH')
23:31:58 (308, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.969, 0.024, 0.007], dtype=float32), 'CHYBA')
23:31:58 (309, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'CHYBA')
23:31:58 (310, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.006, 0.991, 0.004], dtype=float32), 'USPECH')
23:31:58 (311, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.997, 0.003], dtype=float32), 'USPECH')
23:31:58 (312, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.989, 0.010], dtype=float32), 'USPECH')
23:31:58 (313, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.918, 0.081], dtype=float32), 'USPECH')
23:31:58 (314, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.007, 0.632, 0.361], dtype=float32), 'USPECH')
23:31:58 (315, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (316, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.971, 0.029], dtype=float32), 'CHYBA')
23:31:58 (317, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.867, 0.133], dtype=float32), 'USPECH')
23:31:58 (318, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (319, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.989, 0.011], dtype=float32), 'USPECH')
23:31:58 (320, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.014, 0.986, 0.000], dtype=float32), 'CHYBA')
23:31:58 (321, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (322, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.994, 0.005], dtype=float32), 'CHYBA')
23:31:58 (323, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.789, 0.202, 0.008], dtype=float32), 'CHYBA')
23:31:58 (324, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'USPECH')
23:31:58 (325, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.998, 0.002], dtype=float32), 'USPECH')
23:31:58 (326, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (327, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (328, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.019, 0.968, 0.013], dtype=float32), 'USPECH')
23:31:58 (329, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.999, 0.001], dtype=float32), 'CHYBA')
23:31:58 (330, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.980, 0.020], dtype=float32), 'CHYBA')
23:31:58 (331, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.001, 0.539, 0.460], dtype=float32), 'USPECH')
23:31:58 (332, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.910, 0.090], dtype=float32), 'USPECH')
23:31:58 (333, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.846, 0.154], dtype=float32), 'USPECH')
23:31:58 (334, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.978, 0.022, 0.000], dtype=float32), 'USPECH')
23:31:58 (335, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.009, 0.991, 0.000], dtype=float32), 'CHYBA')
23:31:58 (336, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.107, 0.893, 0.000], dtype=float32), 'CHYBA')
23:31:58 (337, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.985, 0.015, 0.000], dtype=float32), 'CHYBA')
23:31:58 (338, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.992, 0.008], dtype=float32), 'USPECH')
23:31:58 (339, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (340, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.978, 0.021], dtype=float32), 'USPECH')
23:31:58 (341, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.948, 0.052], dtype=float32), 'USPECH')
23:31:58 (342, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.264, 0.734, 0.002], dtype=float32), 'USPECH')
23:31:58 (343, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.881, 0.118], dtype=float32), 'CHYBA')
23:31:58 (344, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (345, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.998, 0.002, 0.000], dtype=float32), 'USPECH')
23:31:58 (346, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.873, 0.126, 0.001], dtype=float32), 'USPECH')
23:31:58 (347, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.004], dtype=float32), 'USPECH')
23:31:58 (348, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (349, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.020, 0.969, 0.012], dtype=float32), 'USPECH')
23:31:58 (350, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.009, 0.990, 0.001], dtype=float32), 'CHYBA')
23:31:58 (351, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.999, 0.001, 0.000], dtype=float32), 'USPECH')
23:31:58 (352, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.071, 0.717, 0.212], dtype=float32), 'USPECH')
23:31:58 (353, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.936, 0.064], dtype=float32), 'USPECH')
23:31:58 (354, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.957, 0.043], dtype=float32), 'USPECH')
23:31:58 (355, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (356, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.994, 0.006], dtype=float32), 'USPECH')
23:31:58 (357, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.227, 0.771, 0.002], dtype=float32), 'USPECH')
23:31:58 (358, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.072, 0.898, 0.030], dtype=float32), 'USPECH')
23:31:58 (359, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.896, 0.104], dtype=float32), 'CHYBA')
23:31:58 (360, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.757, 0.243], dtype=float32), 'USPECH')
23:31:58 (361, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.088, 0.906, 0.006], dtype=float32), 'CHYBA')
23:31:58 (362, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'CHYBA')
23:31:58 (363, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.957, 0.042, 0.001], dtype=float32), 'CHYBA')
23:31:58 (364, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 0.000, 1.000], dtype=float32), 'predikcia', array([0.000, 0.145, 0.842, 0.012], dtype=float32), 'CHYBA')
23:31:58 (365, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (366, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.848, 0.152, 0.000], dtype=float32), 'USPECH')
23:31:58 (367, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.984, 0.016], dtype=float32), 'USPECH')
23:31:58 (368, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.720, 0.277, 0.003], dtype=float32), 'USPECH')
23:31:58 (369, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.164, 0.836, 0.000], dtype=float32), 'CHYBA')
23:31:58 (370, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (371, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (372, 'finalna predikcia', [1, 0, 0, 0], 'skutocnost', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'predikcia', array([1.000, 0.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (373, 'finalna predikcia', [0, 1, 0, 0], 'skutocnost', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'predikcia', array([0.000, 1.000, 0.000, 0.000], dtype=float32), 'USPECH')
23:31:58 (374, 'finalna predikcia', [0, 0, 1, 0], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.996, 0.004], dtype=float32), 'USPECH')
23:31:58 (375, 'finalna predikcia', [0, 0, 0, 1], 'skutocnost', array([0.000, 0.000, 1.000, 0.000], dtype=float32), 'predikcia', array([0.000, 0.000, 0.371, 0.629], dtype=float32), 'CHYBA')
